13	23551994	23552136
13	23708313	23708703
13	23726725	23726825
13	23743974	23744736
13	23791571	23791673
13	23817659	23821323
13	93708910	93710179
13	23841645	23843289
13	23947562	23948200
13	94021100	94021213
13	23993110	24002818
13	94047230	94048108
13	94470677	94488397
13	94677724	94677852
13	24040710	24061603
13	94806447	94840245
13	24072935	24077013
13	95117554	95117644
13	95303651	95303783
13	24340073	24340243
13	95351479	95351756
13	95351948	95355116
13	95364970	95368500
13	24463028	24471402
13	95409705	95411526
13	95412807	95413269
13	95612295	95613573
13	95671489	95671590
13	95862598	95862702
13	95963084	95963209
13	24513696	24520921
13	95988360	95988455
13	96046303	96046708
13	96131698	96186164
13	24553949	24609166
13	96300987	96329179
13	24696204	24697953
13	96344792	96346226
13	24736555	24736643
13	24826887	24828577
13	96346237	96346749
13	24889863	24895736
13	96346823	96347959
13	24902349	24903210
13	96366931	96367032
13	24905588	24911259
13	96461564	96461861
13	24974841	24975167
13	96821799	96822099
13	97225913	97226753
13	24982295	25171814
13	97536096	97542067
13	97593535	97636426
13	25129366	25129451
13	25140981	25144866
13	97599891	97601181
13	25141011	25171814
13	97600272	97601838
13	25183217	25183313
13	97601503	97601787
13	25277694	25277803
13	97618195	97618268
13	25278476	25278926
13	97709633	97709734
13	97824723	97831876
13	25316815	25320322
13	98015226	98015355
13	98127996	98128713
13	25324795	25326309
13	98327265	98330217
13	98538063	98538166
13	98553907	98554542
13	98591610	98605793
13	25498815	25542625
13	98639204	98639470
13	98856089	98856446
13	98860778	98860854
13	98885904	98886954
13	98981909	98985490
13	25517713	25518636
13	99087659	99088094
13	99205497	99206034
13	25562715	25563063
13	99229498	99231084
13	25715794	25716046
13	99262546	99263130
13	25746966	25754217
13	99281940	99282243
13	25755579	25763898
13	99293068	99293493
13	25767245	25784433
13	99324234	99324529
13	25780187	25780644
13	99484338	99486883
13	25820669	25820753
13	25874262	25875576
13	99601973	99602701
13	25939937	25940293
13	26027137	26027428
13	99677488	99677599
13	26091257	26091363
13	99740073	99740879
13	26437388	26437805
13	99825847	99826744
13	26518632	26518891
13	26524842	26524959
13	26626414	26627523
13	99842833	99843245
13	99848631	99852964
13	26688547	26728313
13	99857962	99858260
13	99867626	99868012
13	100008385	100008482
13	26691686	26693102
13	100024427	100024940
13	26803469	26803781
13	100060035	100061316
13	26808350	26811266
13	100105650	100105723
13	100151981	100153306
13	27151023	27151812
13	100188573	100188650
13	100229366	100232622
13	27180681	27215501
13	100234960	100235434
13	27479499	27479998
13	27551680	27551926
13	100295313	100295403
13	27591688	27592046
13	100342335	100343225
13	27736992	27743272
13	100378501	100379745
13	27746396	27757135
13	27810419	27810948
13	100436111	100436237
13	100436308	100436411
13	27829201	27829272
13	100647153	100650163
13	27829538	27829663
13	27894150	27894296
13	100680023	100680428
13	27917785	27917883
13	27947485	27948503
13	100714550	100715855
13	27976613	27976724
13	28008286	28008752
13	28062275	28062369
13	100802735	100803346
13	28270530	28271341
13	100850441	100850723
13	28402900	28403006
13	101116694	101133411
13	28407581	28495541
13	28527663	28529507
13	28563435	28563721
13	101187995	101232371
13	28641724	28642471
13	28681568	28682014
13	101192089	101192528
13	28710980	28712330
13	101276129	101276683
13	28788650	28790034
13	28806638	28806744
13	101360579	101711638
13	29172970	29174189
13	29277839	29277944
13	101408805	101409313
13	29296523	29298158
13	101593116	101596618
13	29352695	29353074
13	102369198	102369728
13	29796699	29796778
13	102431234	102431398
13	29813516	29824691
13	102454228	102454838
13	102619992	102620096
13	29880915	29881922
13	102654475	102655660
13	29913703	29914006
13	102669303	102669419
13	30050652	30064242
13	102698284	102698354
13	102915396	102915552
13	30440096	30440306
13	30446750	30462542
13	102944677	103046869
13	30492784	30500788
13	103019889	103026016
13	30510042	30524625
13	103046980	103048053
13	30596158	30597937
13	103053821	103054807
13	103241722	103242163
13	30677315	30683012
13	103331776	103332308
13	30726023	30733758
13	103374152	103374255
13	103395340	103397574
